,task-clock,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-misses,cpu/cache-misses/,LLC-loads,LLC-misses,cpu/cache-references/,power/energy-cores/,EPI,Frequency(Mhz)
0,24008.302952000002,916,21435605383,30102538965,8916281172,18345914,8930574512,2045087,2133998,541512,160198,5875556,13.49,4.481349568448271e-10,900
1,24009.074575,1118,21451288762,30109966272,8912038062,18379218,8926427966,1867366,1757874,599828,160989,6933087,13.52,4.490207620249838e-10,900
2,24008.198096,725,21431493658,30281375947,8967376827,18497694,8983716805,1740640,1797178,501097,157909,5835574,13.98,4.6166990642923576e-10,900
3,24008.531115,1143,21434917831,29917757488,8794623726,21103290,8822302121,14548853,4736055,3443519,367349,35476181,13.64,4.559165240065536e-10,900
4,24009.194991,723,21446966105,30104109896,8917619987,18415609,8927367088,2199494,2987856,695605,188865,6374359,13.7,4.550873633975256e-10,900
5,24008.417606,921,21425853516,30105505755,8914686514,18451391,8922733172,2482011,2184797,510878,113457,4326765,13.67,4.540697675450827e-10,900
6,24007.99221,1510,21433208213,30095940934,8908213878,18428933,8917060089,3432759,3262343,768758,179783,4466821,13.72,4.5587542951681686e-10,900
7,24008.371754,727,21445786755,30105701804,8916684430,18406417,8925444900,2186467,2022847,567121,123129,4777794,13.64,4.530703216554055e-10,900
8,24008.306687,733,21426541554,30102768174,8914328311,18406562,8924652841,2359498,2776194,631337,146334,5895504,13.7,4.551076472705523e-10,900
9,24008.829615000002,1118,21435665649,30298606035,8975597074,18566956,8984235441,1854402,1835637,463899,104670,5570495,14.06,4.640477513638195e-10,900
10,24009.225012,1118,21447545621,30111555325,8918535680,18382056,8930964673,1909479,1348512,453014,94969,5057839,13.77,4.572995267556808e-10,900
11,24008.738004,919,21454308060,30113045964,8915650077,18387307,8922824505,1995407,1555411,432694,80845,4561792,13.65,4.5329190598382205e-10,900
12,24008.014531,725,21437062870,29909239507,8856467582,18298792,8866327708,1908087,1367955,368485,93980,4542719,14.02,4.687514704851903e-10,900
13,24008.705607,764,21444883724,29900578224,8853258821,18250134,8863316171,2420109,2553772,538720,136107,6347217,14.0,4.682183700635849e-10,900
14,24008.30059,727,21426589933,30101787658,8912525492,18378596,8924705146,2316326,1651700,605898,90527,5340667,13.69,4.547902654665653e-10,900
15,24008.337845,1125,21437809976,30100667648,8913481322,18338326,8927252496,1875630,1511647,531686,118485,5867984,13.76,4.5713271748356936e-10,900
16,20008.573287,733,17873248836,25081795196,7423659915,15338466,7435752034,1694947,1130093,387905,92804,5370202,11.51,4.588985720541883e-10,900
17,24008.196974000002,926,21434215154,30086413584,8909715059,18444730,8924738142,1932017,1361567,418984,116809,6469936,13.85,4.603406770744337e-10,900
18,24007.96572,733,21441526544,30105230352,8913585827,18393076,8925636765,1851795,1395126,414720,83326,5643267,13.82,4.590564442926406e-10,900
19,24008.356119,735,21449407128,30116456731,8913633438,18531071,8920592455,2567950,2235475,546016,87542,5114968,13.9,4.615416788287783e-10,900
20,24008.215933,2646,21429221718,30062939065,8871611519,19072958,8906634155,4632431,2812265,806319,165937,9918306,13.72,4.563758709797325e-10,900
21,24008.372533,887,21445478522,30100629335,8913061487,18386042,8924836014,2341870,1493171,452123,93663,4870399,13.83,4.5945883210883374e-10,900
22,24008.453788,745,21452556896,30116559389,8915989383,18441833,8926642185,2103215,1426206,445571,93718,4925013,13.6,4.5157880833384197e-10,900
23,24008.201853,1344,21434085414,29928489818,8798602074,20376841,8831220782,13867082,5523215,3540611,381962,37414199,13.76,4.597625902167731e-10,900
24,24008.944458,745,21449261118,30082896394,8903910316,18555584,8916242306,2164726,1486165,454390,106544,6916653,13.77,4.5773518013865217e-10,900
25,24008.853882,950,21430887555,30097859825,8910226174,18470345,8924747628,2077174,955490,329120,69811,5126518,13.9,4.618268568203753e-10,900
26,24008.422805000002,940,21451384027,30113005754,8914449197,18465774,8926464834,2054132,1243648,410529,123982,5526933,13.72,4.556170882469125e-10,900
27,24008.788036,741,21440195481,30117959943,8915915493,18397149,8930866198,1976731,1955419,608352,184806,6475613,13.78,4.5753430929848683e-10,900
28,24008.821488999998,947,21446258692,30100261123,8913016718,18386522,8921838829,2217974,2410944,596138,147146,6255802,13.77,4.5747111441096983e-10,900
29,24008.176499,741,21427093358,30100028456,8917631344,18302186,8927042084,1942260,2173858,547499,137965,5076562,13.77,4.574746505681509e-10,900
30,24008.377515,939,21438366901,30108111609,8921940398,18284437,8932407885,1826020,2017620,567290,138877,5081939,13.82,4.5901251395218316e-10,900
31,24008.615706,941,21447005342,30109644707,8913892996,18331357,8930468680,1655980,1588361,587368,183338,6714998,13.84,4.596533813227768e-10,900
32,24008.978485,749,21429372736,30108138485,8919518454,18415603,8931505290,1951276,1702903,527402,126209,5240393,13.76,4.5701928755427005e-10,900
33,24008.385327,1634,21434623108,30098003876,8909308500,18540975,8918858936,2598275,2378981,655700,161218,6013583,13.88,4.611601505928386e-10,900
34,24008.261418000002,738,21444804729,30112743635,8916822510,18336444,8926784026,2127212,1555701,542063,97941,4317710,13.88,4.6093441926916605e-10,900
35,24008.479265,954,21452051683,30131588975,8921641362,18370693,8929378214,2101361,1551021,509151,105946,4290772,13.9,4.613098901466082e-10,900
36,24008.568322,1130,21446011674,30105005731,8917558833,18450684,8925863684,2138426,2057967,529650,106941,5609336,13.74,4.5640250404774124e-10,900
37,24008.276372,946,21451882019,30119018003,8917364582,18433797,8923851287,2156634,1724951,472078,106581,5016114,13.82,4.5884630098575794e-10,900
38,24008.312641,754,21433364727,30121281188,8914296165,18484272,8928578791,2439467,2216609,524264,132508,6169104,13.79,4.5781585165420483e-10,900
39,24008.362453,740,21443238849,30118951209,8917154581,18392159,8927436911,1995862,1460324,475410,116633,5234978,13.84,4.5951135230314386e-10,900
40,24008.336251,1138,21447663779,30127978595,8919581833,18427190,8931397119,1909340,1416437,529947,134387,6589074,13.83,4.5904174939553393e-10,900
41,24008.748697,740,21452141020,30118625382,8917451063,18442835,8925516310,1959131,1418384,397719,86802,5126874,13.87,4.605123847481174e-10,900
42,24008.186358000003,940,21439843508,30119042171,8919840433,18375020,8933302085,1813390,1189340,461741,95287,5614282,13.96,4.6349415498482653e-10,900
43,24009.259856,1564,21447584093,29911271386,8789531196,20604195,8825986907,13399941,4067624,3092108,328868,33825849,13.77,4.6036157481574194e-10,900
44,24008.138582,738,21438053327,30097726704,8911285615,18460993,8923908295,2074526,1107181,412095,64830,5026787,13.84,4.5983539342061535e-10,900
45,24008.889417,1138,21446614155,30106253432,8914851076,18482410,8923193372,2376475,1750910,398451,81778,3915238,13.87,4.6070162902626557e-10,900
46,24008.527944,739,21452448827,30098943817,8913222113,18341516,8922510403,2117341,1624619,450750,82617,4252512,13.79,4.581556111683678e-10,900
47,24008.145566,1338,21430721405,30088065001,8910273185,18543532,8922148732,2315228,1929059,466666,123031,5525213,13.79,4.5832126457921697e-10,900
48,24008.433642,751,21439737907,30099525584,8916124184,18371280,8929058663,1978483,1693814,478690,130077,5290167,13.89,4.6146906738568353e-10,900
49,24008.951484999998,5286,21447257269,30099871321,8885982514,19320856,8914235124,5750181,1755930,762111,129620,9693738,13.87,4.607993121327138e-10,900
