,task-clock,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-misses,cpu/cache-misses/,LLC-loads,LLC-misses,cpu/cache-references/,power/energy-cores/,EPI,Frequency(Mhz)
0,40034.001166,3223,21861519676,36547227296,6983170151,36069789,4220164842,408581617,16172081,53817359,1156321,472113749,22.39,6.126319739295388e-10,1800
1,43643.3013,3215,22654816458,35934068183,6939270900,35314628,4291504184,445684073,18687783,60254802,1375769,417823717,22.99,6.397828345769185e-10,1800
2,43896.406163,3622,23056066636,36386953023,7132233729,39104590,4333816315,445023632,21099620,61617001,1355582,432773252,22.73,6.246744536601481e-10,1800
3,40029.782501,3617,22553877804,37724326383,7251301204,36240336,4373856106,432012114,13488238,65028088,952848,454147593,23.77,6.300974007772251e-10,1800
4,44085.695075,3614,22551037267,35975450444,7025670797,34966523,4311489722,421404407,17844305,55731562,1409797,479581913,22.87,6.357112897196335e-10,1800
5,40036.078258999994,3207,21940387709,36395751132,6953328658,36995229,4250316255,441217555,14806181,58498549,1119930,438949023,22.58,6.20402088092836e-10,1800
6,43437.191294,3230,22938625346,36731927127,7181231864,35568353,4282177495,443030590,19373395,65469896,1228410,445131311,22.28,6.065567952089007e-10,1800
7,44034.614249,3240,22901540563,37917183749,7322152850,37628783,4452025138,460977805,17791381,87760548,1319088,448560082,23.71,6.253101537538454e-10,1800
8,43858.0449,4002,23672466796,38478888228,7362367635,43695149,4654081674,478265817,22746249,77382141,1708843,463899038,24.13,6.270971202967678e-10,1800
9,40050.670376,3620,21608344924,36544439180,7035033965,35345820,4240658754,440370348,13841170,67754614,917188,401326842,22.91,6.269079650437804e-10,1800
10,43887.22698,3610,21762105927,36647142483,6926543180,39040656,4218224095,447362918,19013835,86443500,1213859,398683522,22.78,6.216037174130907e-10,1800
11,40028.964693,3223,22003252482,37516738975,7278650797,36367077,4383661026,435645124,17131327,71375145,1158610,446400082,23.3,6.210561108609787e-10,1800
12,45004.111339999996,3241,22864979844,37289819887,7256534841,38010502,4373548395,442418764,19337182,65144651,1459328,479732031,23.35,6.261762612626695e-10,1800
13,40039.314822,3208,22178280111,36622074020,7014822213,39003518,4383680764,434706163,15229178,58512357,1060619,417494225,23.0,6.280365221106612e-10,1800
14,40046.897942,3226,21604764507,36211699437,6983974117,37016544,4150359452,441564293,13731629,58120868,1023341,394582035,22.51,6.216223030118265e-10,1800
15,40022.995489,3611,22869729755,36460593940,7028885668,37121199,4227587879,424834746,19889768,59340976,1562942,447986611,21.29,5.839180797502938e-10,1800
16,40265.006370999996,3220,21967852587,37683573982,7184527353,36993935,4326626634,434835874,14168850,78850889,995913,441621285,23.84,6.326363845262516e-10,1800
17,41034.693382,3621,22454730352,37489748577,7225126683,38481602,4356488335,428311507,16026173,64692368,1214483,471579016,22.97,6.127008281429798e-10,1800
18,44390.778004,3625,22212934348,37109737789,7057488646,37811522,4367494924,440924409,18265438,66127838,1440682,454477849,23.4,6.305622565443236e-10,1800
19,40026.707547000005,8040,22787702046,38397413753,7393189009,42067706,4629952294,462450031,16507097,62845849,1207051,428239958,24.26,6.318133860800602e-10,1800
20,40036.793224,3609,21770406534,37693509083,7185434778,37231589,4294269662,464435788,16029973,75748910,1263020,354085916,22.72,6.027562981724845e-10,1800
21,43119.65949,3222,22717291063,37793026132,7233658740,36243907,4321853140,444003406,17986412,73928112,1236595,436905939,23.2,6.138698689797735e-10,1800
22,40042.449838,3215,21905249232,36940943610,7009376223,39598318,4331334130,457528422,13380637,66002519,1003645,385813889,23.14,6.264052224625889e-10,1800
23,44216.177918,3227,22623799582,36702810280,7134945764,36707606,4329514215,427182699,20075128,60640583,1266787,471827452,22.9,6.239304245451364e-10,1800
24,44616.940209,3631,22935380479,38958381260,7365766938,41769836,4487281774,464270168,18168170,65323851,1176933,407496592,24.73,6.347799677547485e-10,1800
25,40018.976037,3234,22617212317,38356214073,7251780966,40508723,4393207038,474859445,12466356,71215279,699815,383193247,24.26,6.324920377654604e-10,1800
26,44048.721567,3220,22929099525,38047905704,7399782023,40599389,4480031220,429305174,16985365,72205600,1218290,488562735,24.29,6.384057032985754e-10,1800
27,40033.93634,3243,22043531139,36311650811,7015727879,35405070,4264721245,414177632,15453419,66100104,1010525,441104281,22.48,6.190850456512449e-10,1800
28,43918.157929,3220,22834076462,39745041503,7627909933,39892409,4537952949,480157747,15072500,90042441,1047283,447307227,25.14,6.325317335019616e-10,1800
29,44261.160666,3223,23458242156,37362452486,7160214413,38743585,4330591321,464098914,19259815,62343367,1382050,379901265,23.1,6.182677651756332e-10,1800
30,40041.940463,3614,22213323530,37479447359,7265543689,36020192,4380743899,446497442,14554443,71415025,984799,439365305,24.01,6.40617770321377e-10,1800
31,44483.870513,3624,24429182897,39252202405,7514671719,41589096,4674107569,484223334,20889204,64677198,1440712,461086544,24.47,6.23404509829058e-10,1800
