,task-clock,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-misses,cpu/cache-misses/,LLC-loads,LLC-misses,cpu/cache-references/,power/energy-cores/,EPI,Frequency(Mhz)
0,24006.682426,960,31002672134,43529661214,12894466560,26399232,12906796665,2330458,2063700,580127,136796,5432028,21.07,4.840377667176392e-10,1300
1,24005.609656,1155,31018505311,43561161904,12905589774,26498630,12921811268,1876994,2142233,656411,208852,7830276,20.96,4.81162555906833e-10,1300
2,24006.251297,753,31016228766,43584345898,12909207274,26526743,12914568088,2236821,1778385,384763,67652,4250362,20.97,4.811360493759818e-10,1300
3,24006.208195,746,30993229921,43576372518,12910388416,26382599,12921302353,1803761,1489384,411039,85645,4493478,20.95,4.807651208541103e-10,1300
4,24005.624861,956,31011987830,43583597535,12899964692,26506600,12912308657,1978801,1299623,364871,75979,4833698,20.96,4.809148667263638e-10,1300
5,24005.951294,948,31026640999,43562281444,12901312430,26389053,12910503331,1935885,1241453,418020,91671,4531462,20.96,4.81150190146593e-10,1300
6,24006.21677,973,30991289243,43560700973,12905199575,26428365,12916726167,2039137,1564713,462527,81452,4396259,20.95,4.809380825387848e-10,1300
7,24006.320193,1165,30994147757,43395775035,12786431709,28454571,12812540284,14980351,5023454,3506568,388955,33550973,21.02,4.843789512469068e-10,1300
8,24006.273317,748,31023908783,43583531860,12906449890,26410597,12915209022,2157728,1628850,549669,101158,4895290,20.97,4.81145035867224e-10,1300
9,24006.569824000002,995,30990865070,43570432640,12910348372,26439404,12922017338,2012463,1251318,439548,96614,5097740,20.98,4.815192030188663e-10,1300
10,24006.141511,951,30997010474,43562482260,12906886363,26451781,12921593906,1955902,1109058,379553,90466,4945029,21.01,4.822957487730636e-10,1300
11,24006.286341,953,31010158862,43570121245,12905854286,26575405,12915390193,2350600,1981326,450888,118664,5378498,21.01,4.822111896787769e-10,1300
12,24006.232282,746,31017391274,43578563634,12911975798,26378809,12921396768,1840817,1677906,460129,102077,3896971,20.98,4.814293599991763e-10,1300
13,24005.856718,749,31027243994,43576608297,12905780740,26358857,12917828063,1706054,1104356,421702,111347,4975476,21.07,4.835162905840597e-10,1300
14,24005.7394,955,30994741612,43568539855,12908251593,26456129,12919419946,1979182,1365985,380450,87217,4030766,20.96,4.810810752381593e-10,1300
15,24005.757531,947,31003613301,43560830847,12908338715,26415072,12919689534,2089955,1901682,508464,127784,5143274,20.99,4.818549047818624e-10,1300
16,24005.759382,951,31016982741,43573906060,12902526668,26440786,12915330097,2102516,1259857,483445,116190,5545818,20.98,4.814808195324778e-10,1300
17,24005.929613,1591,31029506093,43575209377,12904432969,26535680,12910859362,2211344,1718995,491916,108612,5213827,21.03,4.826138600518147e-10,1300
18,24006.031129,760,30999226655,43550660771,12899746953,26414463,12912864498,1936143,1156584,411572,76335,4353930,21.14,4.854116935483316e-10,1300
19,24005.730227,966,31013589098,43573387189,12908031087,26402532,12919012021,2426788,1876276,613959,104590,4290111,20.97,4.812570551158306e-10,1300
20,24006.239422,947,31023840530,43577690065,12903536309,26470202,12917174498,1957145,1423534,462206,109671,6058218,20.99,4.816684860691686e-10,1300
21,24006.282733,958,30992307340,43541709557,12899910586,26607708,12914201053,2091657,1921976,448238,154560,7025550,20.98,4.818368459450427e-10,1300
22,24006.135588999998,1147,31002716002,43566879816,12902957123,26442155,12916169387,1973545,1226042,457438,104120,5572269,21.04,4.829356632575057e-10,1300
23,24006.189022,748,31012480098,43572080768,12906610145,26321855,12918723331,1786820,1549109,556174,146305,4563210,21.04,4.828780179681503e-10,1300
24,24006.172633000002,958,31022176006,43653156037,12921870550,26548294,12934043797,2457168,1853265,474133,75953,4813637,21.01,4.812939523133706e-10,1300
25,24006.161429,1148,30990938650,43556972130,12906885279,26392370,12918554117,2025207,2054388,498958,109804,4935681,21.0,4.821271767312812e-10,1300
26,24006.094162999998,752,31004366103,43588770131,12909223026,26509242,12920376273,2081655,1689481,481849,101574,5694280,21.05,4.829225494717365e-10,1300
27,24005.928855000002,1135,31014329975,43569408665,12902994442,26466133,12913868167,1948197,1514012,443992,112855,5626291,21.05,4.83137151615964e-10,1300
28,24006.052009,3131,31025203180,43529901646,12856773699,27176553,12896863650,5830053,3252313,1532442,303364,18337143,21.15,4.858729103502004e-10,1300
29,24005.809080000003,874,30994558105,43509048540,12821064681,26290636,12573654297,4750507,2179558,956799,119694,9863411,20.91,4.805896865516701e-10,1300
30,24006.487175,1070,31026739551,43494465854,12846689946,27855455,12867447486,10860876,3271937,2422344,183324,22702626,21.18,4.869585034357231e-10,1300
31,24005.796136,766,30995227773,43551252678,12900451801,26578244,12905246450,2392101,2772764,497513,119267,5824847,21.1,4.844866382146272e-10,1300
32,24005.65466,956,31009703992,43565372151,12902006380,26400962,12918324800,1874039,1489216,515157,120384,5462033,21.01,4.822637558834153e-10,1300
33,24006.273046000002,5483,31024515189,43603176383,12889811576,27279765,12911906115,5842409,1888413,781912,78988,8735573,21.07,4.832216766715823e-10,1300
34,24006.302824000002,749,30992262138,43563836525,12904411465,26406085,12916731089,1623529,1151419,422586,88531,5924466,21.01,4.822807556892512e-10,1300
35,24005.716341,1146,31005083837,43581409135,12906088768,26455084,12914161212,1853566,1644689,368166,88420,4450346,21.16,4.855281281624856e-10,1300
36,24006.032665,756,31024968529,43578951796,12906980579,26450311,12918867631,1775582,1322611,444437,109146,5939037,21.1,4.841786947692651e-10,1300
37,24006.201118,958,30992131675,43550804698,12899750979,26468518,12910629517,2095176,1180570,372715,63560,4063310,21.05,4.833435374149743e-10,1300
38,24006.298199,1140,30997398300,43577107373,12913189053,26364106,12924460440,1766948,1716133,470562,114958,4737007,21.18,4.860350141809309e-10,1300
