,task-clock,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-misses,cpu/cache-misses/,LLC-loads,LLC-misses,cpu/cache-references/,power/energy-cores/,EPI,Frequency(Mhz)
0,24015.195383000002,138,11870232928,16650737435,4927382099,10276907,4938965593,1791023,1259386,403415,61755,4193109,7.68,4.6124083272471585e-10,500
1,24015.156447999998,143,11873394935,16642712373,4925216725,10263510,4934730265,1880128,1905070,579614,132756,5458390,7.7,4.6266496875184566e-10,500
2,24015.004062,139,11872991056,16660062430,4931231690,10218070,4942605177,1670586,1306141,469840,93237,4238188,7.7,4.6218314201119115e-10,500
3,24014.815353,138,11865777758,16648603723,4930502684,10235570,4940732483,1668172,1008558,458902,86649,4850081,7.69,4.619005970678662e-10,500
4,24021.180106,138,11872688705,16533509032,4854408151,11621069,4881252360,9307156,2609337,2466076,222372,25511817,7.69,4.651160249839455e-10,500
5,24025.653974,537,11875658556,16631640131,4913094750,10663399,4924135270,4109005,1566082,865261,112023,9142240,7.68,4.6177045315483443e-10,500
6,24015.044723,144,11871082397,16697033483,4939622187,10376372,4953829449,2055791,948264,433256,86219,4906004,7.7,4.6115976277101654e-10,500
7,24015.494309,139,11873360786,16655610733,4928779404,10242912,4940931982,1802932,1213501,488009,66691,4047516,7.66,4.599050808039799e-10,500
8,24014.548611000002,138,11862790600,16652569040,4929682424,10245489,4938214654,1677156,1455606,431704,83594,3924981,7.67,4.605895932078958e-10,500
9,24014.638931999998,141,11868826377,16644536127,4925892847,10261542,4936419649,1998785,1769457,574091,125575,4756054,7.66,4.6021108317787846e-10,500
10,24014.843057,3424,11871043815,16582535489,4891419087,10829224,4914377218,3867858,3342029,1172409,307390,13145566,7.67,4.625348159265441e-10,500
11,24014.575932,4408,11868175723,16655381729,4901089683,11230564,4926291841,6299711,1380670,804685,106009,9623740,7.66,4.5991140429177734e-10,500
12,24014.955796000002,143,11870063712,16641425060,4927413983,10243627,4940666388,1913648,1004223,497075,71655,4709406,7.67,4.6089802840478616e-10,500
13,24015.058168,139,11874416021,16656173059,4923396027,10246548,4934427565,1851148,955057,442147,60704,5372015,7.67,4.604899320408772e-10,500
14,24014.894436000002,139,11868483309,16656681784,4931103267,10244261,4942497799,1614594,1006308,402703,57159,4268800,7.67,4.6047586785067923e-10,500
15,24015.340756999998,4787,11858116448,16238486111,4759049178,12994653,4796905702,13990726,5014844,4919694,419751,54135297,7.66,4.717188503681444e-10,500
16,24014.943247,139,11872446728,16656416097,4929715785,10199888,4943879809,1512428,785811,426349,112479,4979233,7.67,4.604832129152591e-10,500
17,24015.399126,402,11870578561,16635697772,4921188943,10421099,4932324655,2201839,1168871,395824,98942,5451662,7.67,4.610567049919353e-10,500
18,24022.948773,139,11879867733,16676462581,4927673698,10325705,4939425781,2040749,997076,423807,52834,4083694,7.67,4.599296740987902e-10,500
19,24048.138312,1040,11889215262,16669414119,4931256020,10535080,4940259744,2869365,2015345,678856,136528,6684708,7.68,4.607240509578704e-10,500
20,24015.434727,144,11875755717,16645043715,4925900764,10278338,4939491124,1933568,1391263,547481,112646,5455270,7.67,4.6079782855049114e-10,500
21,24014.217435,525,11864920749,16661519891,4927723527,10357846,4941044476,2088250,1266916,535316,70255,5339068,7.69,4.615425273509341e-10,500
22,24014.923597,138,11871201777,16666598857,4934723578,10280779,4944103314,1672234,1415607,426905,76940,4446150,7.68,4.608018748092918e-10,500
23,24015.079311,141,11874465600,16662532702,4931310215,10195434,4942451390,1790817,1280467,563783,109910,4528530,7.67,4.603141753521883e-10,500
24,24017.318676,928,11865557180,16439203356,4811004570,12207672,4840569871,13137263,3243737,3741660,269057,37744603,7.67,4.66567620942568e-10,500
25,24014.788831,142,11873636735,16647556167,4921691967,10396428,4934685938,2026432,1303667,538825,124432,6568138,7.67,4.607282848640591e-10,500
26,24015.410772,140,11870143913,16644253818,4925802158,10253762,4936756966,1865810,994545,540195,60055,5581877,7.67,4.608196969277917e-10,500
27,24014.95534,137,11868848365,16642958380,4925164700,10260594,4934526246,1864580,882784,392439,71296,3872829,7.67,4.608555657518865e-10,500
28,24014.36906,138,11864056756,16644550490,4922171973,10314716,4937463009,1991013,812937,531170,89854,5753693,7.67,4.6081148329046886e-10,500
29,24015.587541,147,11870505619,16649689430,4928879449,10334977,4938418599,1778128,1409784,409152,86261,4988034,7.67,4.606692534564592e-10,500
30,24015.344606,140,11874517230,16653849119,4929109879,10242592,4938554048,1692569,1045132,418124,80704,4662679,7.67,4.605541905174024e-10,500
31,24014.890397,139,11863697990,16648482250,4927869747,10195904,4940773329,1572625,718589,393479,55748,4182165,7.68,4.6130331189799596e-10,500
32,24014.88451,529,11871463856,16643047402,4924436210,10307580,4936802704,1776365,865938,430350,73628,4800090,7.67,4.608531006814469e-10,500
33,24015.544634,139,11864163130,16645662760,4926415949,10332569,4936606016,2201284,940091,448432,52218,4264510,7.67,4.6078069167850907e-10,500
34,24014.761963999998,143,11868366568,16646725049,4925320346,10280850,4939347631,1795861,1231205,444712,84236,5433567,7.67,4.607512875609579e-10,500
35,24014.609378,529,11863374706,16645062737,4926348193,10364026,4937055330,1952385,1254754,494967,73408,5682011,7.67,4.607973019501152e-10,500
36,24014.733625999997,138,11864227119,16646887577,4928978167,10240295,4939477259,1854087,1311152,477036,92204,4020373,7.67,4.6074678912334195e-10,500
37,24015.069468,139,11870561169,16656098719,4928619507,10223459,4943091486,1643514,1049929,526478,108046,5886010,7.68,4.6109236800087193e-10,500
38,24015.062774,149,11873356235,16657843682,4923931658,10358024,4940190531,2069908,1582205,574896,138897,7111291,7.67,4.6044374928839003e-10,500
39,24014.717116,147,11870027428,16635625584,4921019270,10341864,4935282862,2116281,1501862,506698,112769,4975923,7.67,4.610587056838391e-10,500
40,24015.598590999998,138,11872897201,16656881239,4927463302,10239410,4941344731,1592231,752759,404115,57934,4286229,7.67,4.604703539604795e-10,500
41,24014.862553,138,11866301591,16648099589,4927687923,10304753,4938044868,1667751,988563,377937,62486,5160112,7.68,4.613139150773973e-10,500
42,24014.961614,141,11866626076,16653168210,4928953752,10221979,4941870488,1744385,1494936,536990,106250,4614683,7.67,4.6057302149835186e-10,500
43,24015.316499,144,11870582676,16633964615,4923727282,10301677,4938128839,1833150,1554530,553671,139350,6375421,7.68,4.617059238586098e-10,500
44,24015.423319999998,538,11870589314,16472321137,4822481699,12030227,4845272080,13468118,3507018,3850536,263954,35228745,7.67,4.656295816605776e-10,500
45,24014.448786,139,11865428042,16647580728,4929061887,10293564,4940551577,1898400,973408,392756,69371,3742700,7.67,4.607276051288117e-10,500
46,24014.871766,528,11869944512,16638391627,4920588727,10384843,4935825055,2024224,1087133,509192,78089,6082647,7.68,4.615830767883391e-10,500
47,24014.665403,146,11876280391,16671644163,4934558035,10173996,4940615772,1459331,921706,386222,58969,3895263,7.67,4.600626024050055e-10,500
48,24015.089334,158,11871236029,16639712346,4924892344,10319314,4931108321,2293137,2558807,656150,141023,5079126,7.69,4.6214741217257824e-10,500
